Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
com	ADP	0	3	33	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
a	DET	0	3	34	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
mare	PROPN	1	3	35	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Vazante	PROPN	1	3	36	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
e	CCONJ	0	3	37	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
vento	NOUN	0	3	38	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
N	NOUN	0	3	39	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
/	PROPN	0	3	40	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
A.	PROPN	1	3	41	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie	PROPN	1	3	42	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
:	PUNCT	0	3	43	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Caretta	PROPN	1	3	44	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
caretta	PROPN	1	3	45	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	3	46	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indeterminado	VERB	1	3	47	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Sim	ADV	0	3	48	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	3	49	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	3	50	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	3	51	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
esta	DET	0	3	52	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
ameacada	NOUN	1	3	53	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	3	54	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
extincao	NOUN	1	3	55	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
.	PUNCT	0	3	56	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi	AUX	0	3	57	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
encontrado	VERB	0	3	58	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Morto	PROPN	1	3	59	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
em	ADP	0	3	60	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
ambiente	NOUN	0	3	61	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso	ADJ	1	3	62	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
com	ADP	0	3	63	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
o	DET	0	3	64	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Cod	PROPN	1	3	65	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	3	66	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
carcaca	ADJ	1	3	67	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
4	NUM	0	3	68	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
e	CCONJ	0	3	69	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Não	ADV	0	3	70	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
apresentava	VERB	0	3	71	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
oleo	NOUN	1	3	72	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
.	PUNCT	0	3	73	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
2	['NOUN', 'ADP', 'NOUN', 'NUM', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'NUM', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'CCONJ', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'ADV', 'PUNCT', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'ADP', 'ADJ', 'NUM', 'CCONJ', 'ADV', 'VERB', 'NOUN', 'PUNCT']	[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]	3	2	1	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo	NOUN	1	4	0	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	4	1	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
numero	NOUN	1	4	2	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
4	NUM	0	4	3	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
registrado	VERB	0	4	4	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
pela	ADP	0	4	5	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
equipe	NOUN	0	4	6	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
do	ADP	0	4	7	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Trecho	PROPN	1	4	8	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
04	NUM	0	4	9	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
na	ADP	0	4	10	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
cidade	NOUN	0	4	11	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	4	12	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Navegantes	PROPN	1	4	13	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
(	PUNCT	0	4	14	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Santa	PROPN	0	4	15	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Catarina	PROPN	0	4	16	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
)	PUNCT	0	4	17	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	4	18	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
atraves	NOUN	1	4	19	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	4	20	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
monitoramento	NOUN	1	4	21	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
do	ADP	0	4	22	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
tipo	NOUN	0	4	23	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Regular	ADJ	1	4	24	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
com	ADP	0	4	25	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
a	DET	0	4	26	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
