Token	POS-Tag	OOV	Id	Index	Documento
do	ADP	0	10	22	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
tipo	NOUN	0	10	23	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Regular	ADJ	1	10	24	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
com	ADP	0	10	25	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
a	DET	0	10	26	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
mare	PROPN	1	10	27	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Vazante	PROPN	1	10	28	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
e	CCONJ	0	10	29	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
vento	NOUN	0	10	30	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Sudeste	ADJ	0	10	31	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
.	PUNCT	0	10	32	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie	NOUN	1	10	33	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
:	PUNCT	0	10	34	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Fregata	PROPN	1	10	35	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
magnificens	PROPN	1	10	36	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	10	37	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indeterminado	VERB	1	10	38	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Não	ADV	0	10	39	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	10	40	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	10	41	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	10	42	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
esta	DET	0	10	43	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
ameacada	NOUN	1	10	44	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	10	45	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
extincao	NOUN	1	10	46	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
.	PUNCT	0	10	47	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi	AUX	0	10	48	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
encontrado	VERB	0	10	49	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Morto	PROPN	1	10	50	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
em	ADP	0	10	51	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
ambiente	NOUN	0	10	52	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso	ADJ	1	10	53	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
com	ADP	0	10	54	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
o	DET	0	10	55	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Cod	PROPN	1	10	56	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	10	57	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
carcaca	ADJ	1	10	58	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
4	NUM	0	10	59	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
e	CCONJ	0	10	60	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Não	ADV	0	10	61	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
apresentava	VERB	0	10	62	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
oleo	NOUN	1	10	63	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
.	PUNCT	0	10	64	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo	NOUN	1	11	0	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	11	1	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
numero	NOUN	1	11	2	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
11	NUM	0	11	3	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
registrado	VERB	0	11	4	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
pela	ADP	0	11	5	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
equipe	NOUN	0	11	6	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
do	ADP	0	11	7	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Trecho	PROPN	1	11	8	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
05	NUM	0	11	9	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
na	ADP	0	11	10	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
cidade	NOUN	0	11	11	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	11	12	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Araquari	PROPN	1	11	13	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	11	14	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Balneário	PROPN	1	11	15	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Barra	PROPN	0	11	16	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Do	PROPN	0	11	17	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Sul	PROPN	0	11	18	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	11	19	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Barra	PROPN	0	11	20	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Velha	PROPN	0	11	21	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
(	PUNCT	0	11	22	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Santa	PROPN	0	11	23	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Catarina	PROPN	0	11	24	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
)	PUNCT	0	11	25	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	11	26	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
atraves	NOUN	1	11	27	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	11	28	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
monitoramento	NOUN	1	11	29	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
do	ADP	0	11	30	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
